"","df.location","df.parameter","df.value","df.unit","df.country","df.city","date","averagingPeriod"
"3933","Boat Creek","pm25",6.9,"µg/m³","AU","Gladstone","2019-09-23T23:00:00.000Z",1
"3936","Targinie","pm25",6.5,"µg/m³","AU","Gladstone","2019-09-23T22:00:00.000Z",1
"3937","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T22:00:00.000Z",1
"3938","Upper Humbug","pm25",6.1,"µg/m³","AU","South West Queensland","2019-09-23T22:00:00.000Z",1
"3939","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T22:00:00.000Z",1
"3940","Hopeland","pm25",5.2,"µg/m³","AU","South West Queensland","2019-09-23T22:00:00.000Z",1
"3941","Cannon Hill","pm25",8.8,"µg/m³","AU","South East Queensland","2019-09-23T22:00:00.000Z",1
"3942","Lytton","pm25",6.9,"µg/m³","AU","South East Queensland","2019-09-23T22:00:00.000Z",1
"3943","Wynnum","pm25",5.8,"µg/m³","AU","South East Queensland","2019-09-23T22:00:00.000Z",1
"3944","Wynnum West","pm25",5.3,"µg/m³","AU","South East Queensland","2019-09-23T22:00:00.000Z",1
"3945","South Brisbane","pm25",9.7,"µg/m³","AU","South East Queensland","2019-09-23T22:00:00.000Z",1
"3946","South Gladstone","pm25",4.2,"µg/m³","AU","Gladstone","2019-09-23T22:00:00.000Z",1
"3947","Springwood","pm25",6.2,"µg/m³","AU","South East Queensland","2019-09-23T22:00:00.000Z",1
"3948","Woolloongabba","pm25",10.5,"µg/m³","AU","South East Queensland","2019-09-23T22:00:00.000Z",1
"3949","Clinton","pm25",7.8,"µg/m³","AU","Gladstone","2019-09-23T22:00:00.000Z",1
"3950","Fisherman's Landing","pm25",11.8,"µg/m³","AU","Gladstone","2019-09-23T22:00:00.000Z",1
"3951","Blackwater","pm25",8.4,"µg/m³","AU","Central Queensland","2019-09-23T22:00:00.000Z",1
"3955","Southport","pm25",6.8,"µg/m³","AU","South East Queensland","2019-09-23T22:00:00.000Z",1
"3956","Rocklea","pm25",10.6,"µg/m³","AU","South East Queensland","2019-09-23T22:00:00.000Z",1
"3958","Boyne Island","pm25",6.8,"µg/m³","AU","Gladstone","2019-09-23T22:00:00.000Z",1
"3961","Boat Creek","pm25",6.8,"µg/m³","AU","Gladstone","2019-09-23T22:00:00.000Z",1
"3967","Boyne Island","pm25",6.7,"µg/m³","AU","Gladstone","2019-09-23T21:00:00.000Z",1
"3968","Boat Creek","pm25",6.7,"µg/m³","AU","Gladstone","2019-09-23T21:00:00.000Z",1
"3969","South Gladstone","pm25",4,"µg/m³","AU","Gladstone","2019-09-23T21:00:00.000Z",1
"3970","Clinton","pm25",7.7,"µg/m³","AU","Gladstone","2019-09-23T21:00:00.000Z",1
"3971","Fisherman's Landing","pm25",11.4,"µg/m³","AU","Gladstone","2019-09-23T21:00:00.000Z",1
"3972","Blackwater","pm25",8.4,"µg/m³","AU","Central Queensland","2019-09-23T21:00:00.000Z",1
"3973","Cannon Hill","pm25",9,"µg/m³","AU","South East Queensland","2019-09-23T21:00:00.000Z",1
"3974","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T21:00:00.000Z",1
"3975","Targinie","pm25",6.5,"µg/m³","AU","Gladstone","2019-09-23T21:00:00.000Z",1
"3976","Rocklea","pm25",10.4,"µg/m³","AU","South East Queensland","2019-09-23T21:00:00.000Z",1
"3977","Southport","pm25",6.7,"µg/m³","AU","South East Queensland","2019-09-23T21:00:00.000Z",1
"3978","Upper Humbug","pm25",6.1,"µg/m³","AU","South West Queensland","2019-09-23T21:00:00.000Z",1
"3979","South Brisbane","pm25",9.7,"µg/m³","AU","South East Queensland","2019-09-23T21:00:00.000Z",1
"3980","Hopeland","pm25",5.3,"µg/m³","AU","South West Queensland","2019-09-23T21:00:00.000Z",1
"3981","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T21:00:00.000Z",1
"3982","Lytton","pm25",6.9,"µg/m³","AU","South East Queensland","2019-09-23T21:00:00.000Z",1
"3983","Wynnum","pm25",5.9,"µg/m³","AU","South East Queensland","2019-09-23T21:00:00.000Z",1
"3984","Woolloongabba","pm25",10.4,"µg/m³","AU","South East Queensland","2019-09-23T21:00:00.000Z",1
"3985","Wynnum West","pm25",5.5,"µg/m³","AU","South East Queensland","2019-09-23T21:00:00.000Z",1
"3986","Springwood","pm25",6.6,"µg/m³","AU","South East Queensland","2019-09-23T21:00:00.000Z",1
"3989","Blackwater","pm25",8.3,"µg/m³","AU","Central Queensland","2019-09-23T20:00:00.000Z",1
"3990","Fisherman's Landing","pm25",10.9,"µg/m³","AU","Gladstone","2019-09-23T20:00:00.000Z",1
"3991","Clinton","pm25",7.6,"µg/m³","AU","Gladstone","2019-09-23T20:00:00.000Z",1
"3992","South Gladstone","pm25",3.8,"µg/m³","AU","Gladstone","2019-09-23T20:00:00.000Z",1
"3993","Boat Creek","pm25",6.6,"µg/m³","AU","Gladstone","2019-09-23T20:00:00.000Z",1
"3994","Targinie","pm25",6.5,"µg/m³","AU","Gladstone","2019-09-23T20:00:00.000Z",1
"3995","Boyne Island","pm25",6.6,"µg/m³","AU","Gladstone","2019-09-23T20:00:00.000Z",1
"3997","Rocklea","pm25",10.5,"µg/m³","AU","South East Queensland","2019-09-23T20:00:00.000Z",1
"3998","Southport","pm25",6.7,"µg/m³","AU","South East Queensland","2019-09-23T20:00:00.000Z",1
"3999","Woolloongabba","pm25",10.3,"µg/m³","AU","South East Queensland","2019-09-23T20:00:00.000Z",1
"4000","Springwood","pm25",6.9,"µg/m³","AU","South East Queensland","2019-09-23T20:00:00.000Z",1
"4001","South Brisbane","pm25",9.6,"µg/m³","AU","South East Queensland","2019-09-23T20:00:00.000Z",1
"4002","Wynnum West","pm25",5.7,"µg/m³","AU","South East Queensland","2019-09-23T20:00:00.000Z",1
"4003","Wynnum","pm25",6.2,"µg/m³","AU","South East Queensland","2019-09-23T20:00:00.000Z",1
"4004","Lytton","pm25",6.9,"µg/m³","AU","South East Queensland","2019-09-23T20:00:00.000Z",1
"4005","Cannon Hill","pm25",9.2,"µg/m³","AU","South East Queensland","2019-09-23T20:00:00.000Z",1
"4007","Hopeland","pm25",5.4,"µg/m³","AU","South West Queensland","2019-09-23T20:00:00.000Z",1
"4008","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T20:00:00.000Z",1
"4009","Upper Humbug","pm25",6.2,"µg/m³","AU","South West Queensland","2019-09-23T20:00:00.000Z",1
"4010","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T20:00:00.000Z",1
"4018","Rocklea","pm25",10.7,"µg/m³","AU","South East Queensland","2019-09-23T19:00:00.000Z",1
"4019","Southport","pm25",6.9,"µg/m³","AU","South East Queensland","2019-09-23T19:00:00.000Z",1
"4020","Boyne Island","pm25",6.5,"µg/m³","AU","Gladstone","2019-09-23T19:00:00.000Z",1
"4032","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T19:00:00.000Z",1
"4033","Upper Humbug","pm25",6.2,"µg/m³","AU","South West Queensland","2019-09-23T19:00:00.000Z",1
"4034","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T19:00:00.000Z",1
"4035","Hopeland","pm25",5.4,"µg/m³","AU","South West Queensland","2019-09-23T19:00:00.000Z",1
"4036","Cannon Hill","pm25",9.4,"µg/m³","AU","South East Queensland","2019-09-23T19:00:00.000Z",1
"4037","Lytton","pm25",7,"µg/m³","AU","South East Queensland","2019-09-23T19:00:00.000Z",1
"4038","Wynnum","pm25",6.3,"µg/m³","AU","South East Queensland","2019-09-23T19:00:00.000Z",1
"4039","Wynnum West","pm25",5.9,"µg/m³","AU","South East Queensland","2019-09-23T19:00:00.000Z",1
"4040","South Brisbane","pm25",9.6,"µg/m³","AU","South East Queensland","2019-09-23T19:00:00.000Z",1
"4041","Springwood","pm25",7.3,"µg/m³","AU","South East Queensland","2019-09-23T19:00:00.000Z",1
"4042","Woolloongabba","pm25",10.3,"µg/m³","AU","South East Queensland","2019-09-23T19:00:00.000Z",1
"4043","Targinie","pm25",6.4,"µg/m³","AU","Gladstone","2019-09-23T19:00:00.000Z",1
"4044","Boat Creek","pm25",6.6,"µg/m³","AU","Gladstone","2019-09-23T19:00:00.000Z",1
"4045","Blackwater","pm25",8.2,"µg/m³","AU","Central Queensland","2019-09-23T19:00:00.000Z",1
"4046","Fisherman's Landing","pm25",10.9,"µg/m³","AU","Gladstone","2019-09-23T19:00:00.000Z",1
"4047","Clinton","pm25",7.4,"µg/m³","AU","Gladstone","2019-09-23T19:00:00.000Z",1
"4048","South Gladstone","pm25",3.7,"µg/m³","AU","Gladstone","2019-09-23T19:00:00.000Z",1
"4049","Fisherman's Landing","pm25",10,"µg/m³","AU","Gladstone","2019-09-23T18:00:00.000Z",1
"4051","Clinton","pm25",7.3,"µg/m³","AU","Gladstone","2019-09-23T18:00:00.000Z",1
"4052","South Gladstone","pm25",3.7,"µg/m³","AU","Gladstone","2019-09-23T18:00:00.000Z",1
"4053","Boat Creek","pm25",6.5,"µg/m³","AU","Gladstone","2019-09-23T18:00:00.000Z",1
"4054","Boyne Island","pm25",6.4,"µg/m³","AU","Gladstone","2019-09-23T18:00:00.000Z",1
"4055","Southport","pm25",6.8,"µg/m³","AU","South East Queensland","2019-09-23T18:00:00.000Z",1
"4056","Rocklea","pm25",11,"µg/m³","AU","South East Queensland","2019-09-23T18:00:00.000Z",1
"4057","Targinie","pm25",6.4,"µg/m³","AU","Gladstone","2019-09-23T18:00:00.000Z",1
"4058","Lytton","pm25",7.1,"µg/m³","AU","South East Queensland","2019-09-23T18:00:00.000Z",1
"4060","Springwood","pm25",7.5,"µg/m³","AU","South East Queensland","2019-09-23T18:00:00.000Z",1
"4061","Wynnum","pm25",6.6,"µg/m³","AU","South East Queensland","2019-09-23T18:00:00.000Z",1
"4062","Cannon Hill","pm25",9.7,"µg/m³","AU","South East Queensland","2019-09-23T18:00:00.000Z",1
"4063","Hopeland","pm25",5.4,"µg/m³","AU","South West Queensland","2019-09-23T18:00:00.000Z",1
"4064","Wynnum West","pm25",6.1,"µg/m³","AU","South East Queensland","2019-09-23T18:00:00.000Z",1
"4065","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T18:00:00.000Z",1
"4067","Upper Humbug","pm25",6.2,"µg/m³","AU","South West Queensland","2019-09-23T18:00:00.000Z",1
"4068","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T18:00:00.000Z",1
"4072","South Brisbane","pm25",9.6,"µg/m³","AU","South East Queensland","2019-09-23T18:00:00.000Z",1
"4073","Woolloongabba","pm25",10.5,"µg/m³","AU","South East Queensland","2019-09-23T18:00:00.000Z",1
"4080","Blackwater","pm25",8.1,"µg/m³","AU","Central Queensland","2019-09-23T18:00:00.000Z",1
"4093","Blackwater","pm25",8.1,"µg/m³","AU","Central Queensland","2019-09-23T17:00:00.000Z",1
"4094","Clinton","pm25",7.2,"µg/m³","AU","Gladstone","2019-09-23T17:00:00.000Z",1
"4095","Fisherman's Landing","pm25",8.8,"µg/m³","AU","Gladstone","2019-09-23T17:00:00.000Z",1
"4096","South Gladstone","pm25",3.6,"µg/m³","AU","Gladstone","2019-09-23T17:00:00.000Z",1
"4097","Boat Creek","pm25",6.5,"µg/m³","AU","Gladstone","2019-09-23T17:00:00.000Z",1
"4098","Boyne Island","pm25",6.4,"µg/m³","AU","Gladstone","2019-09-23T17:00:00.000Z",1
"4099","Targinie","pm25",6.3,"µg/m³","AU","Gladstone","2019-09-23T17:00:00.000Z",1
"4100","Lytton","pm25",7,"µg/m³","AU","South East Queensland","2019-09-23T17:00:00.000Z",1
"4101","Rocklea","pm25",11.3,"µg/m³","AU","South East Queensland","2019-09-23T17:00:00.000Z",1
"4102","Southport","pm25",6.6,"µg/m³","AU","South East Queensland","2019-09-23T17:00:00.000Z",1
"4103","Woolloongabba","pm25",10.8,"µg/m³","AU","South East Queensland","2019-09-23T17:00:00.000Z",1
"4104","Springwood","pm25",7.8,"µg/m³","AU","South East Queensland","2019-09-23T17:00:00.000Z",1
"4105","South Brisbane","pm25",9.9,"µg/m³","AU","South East Queensland","2019-09-23T17:00:00.000Z",1
"4106","Wynnum West","pm25",6.3,"µg/m³","AU","South East Queensland","2019-09-23T17:00:00.000Z",1
"4107","Wynnum","pm25",6.7,"µg/m³","AU","South East Queensland","2019-09-23T17:00:00.000Z",1
"4108","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T17:00:00.000Z",1
"4109","Upper Humbug","pm25",6.1,"µg/m³","AU","South West Queensland","2019-09-23T17:00:00.000Z",1
"4110","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T17:00:00.000Z",1
"4111","Hopeland","pm25",5.4,"µg/m³","AU","South West Queensland","2019-09-23T17:00:00.000Z",1
"4112","Cannon Hill","pm25",10.1,"µg/m³","AU","South East Queensland","2019-09-23T17:00:00.000Z",1
"4114","Boyne Island","pm25",6.3,"µg/m³","AU","Gladstone","2019-09-23T16:00:00.000Z",1
"4115","Boat Creek","pm25",6.5,"µg/m³","AU","Gladstone","2019-09-23T16:00:00.000Z",1
"4117","South Gladstone","pm25",3.3,"µg/m³","AU","Gladstone","2019-09-23T16:00:00.000Z",1
"4119","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T16:00:00.000Z",1
"4120","Hopeland","pm25",5.4,"µg/m³","AU","South West Queensland","2019-09-23T16:00:00.000Z",1
"4121","Wynnum","pm25",7,"µg/m³","AU","South East Queensland","2019-09-23T16:00:00.000Z",1
"4122","Lytton","pm25",6.8,"µg/m³","AU","South East Queensland","2019-09-23T16:00:00.000Z",1
"4123","Wynnum West","pm25",6.4,"µg/m³","AU","South East Queensland","2019-09-23T16:00:00.000Z",1
"4124","South Brisbane","pm25",10.4,"µg/m³","AU","South East Queensland","2019-09-23T16:00:00.000Z",1
"4125","Springwood","pm25",8.3,"µg/m³","AU","South East Queensland","2019-09-23T16:00:00.000Z",1
"4126","Woolloongabba","pm25",11.6,"µg/m³","AU","South East Queensland","2019-09-23T16:00:00.000Z",1
"4127","Southport","pm25",6.3,"µg/m³","AU","South East Queensland","2019-09-23T16:00:00.000Z",1
"4128","Rocklea","pm25",11.7,"µg/m³","AU","South East Queensland","2019-09-23T16:00:00.000Z",1
"4130","Blackwater","pm25",8.2,"µg/m³","AU","Central Queensland","2019-09-23T16:00:00.000Z",1
"4131","Fisherman's Landing","pm25",7.7,"µg/m³","AU","Gladstone","2019-09-23T16:00:00.000Z",1
"4132","Cannon Hill","pm25",11,"µg/m³","AU","South East Queensland","2019-09-23T16:00:00.000Z",1
"4133","Clinton","pm25",7.1,"µg/m³","AU","Gladstone","2019-09-23T16:00:00.000Z",1
"4135","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T16:00:00.000Z",1
"4136","Upper Humbug","pm25",6.1,"µg/m³","AU","South West Queensland","2019-09-23T16:00:00.000Z",1
"4138","Targinie","pm25",6.3,"µg/m³","AU","Gladstone","2019-09-23T16:00:00.000Z",1
"4146","Southport","pm25",5.9,"µg/m³","AU","South East Queensland","2019-09-23T15:00:00.000Z",1
"4147","Rocklea","pm25",11.9,"µg/m³","AU","South East Queensland","2019-09-23T15:00:00.000Z",1
"4148","Targinie","pm25",6.2,"µg/m³","AU","Gladstone","2019-09-23T15:00:00.000Z",1
"4149","Boyne Island","pm25",6.2,"µg/m³","AU","Gladstone","2019-09-23T15:00:00.000Z",1
"4150","Boat Creek","pm25",6.4,"µg/m³","AU","Gladstone","2019-09-23T15:00:00.000Z",1
"4151","South Gladstone","pm25",3.3,"µg/m³","AU","Gladstone","2019-09-23T15:00:00.000Z",1
"4152","Clinton","pm25",7,"µg/m³","AU","Gladstone","2019-09-23T15:00:00.000Z",1
"4153","Blackwater","pm25",8.4,"µg/m³","AU","Central Queensland","2019-09-23T15:00:00.000Z",1
"4161","Woolloongabba","pm25",12.6,"µg/m³","AU","South East Queensland","2019-09-23T15:00:00.000Z",1
"4166","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T15:00:00.000Z",1
"4167","Upper Humbug","pm25",6,"µg/m³","AU","South West Queensland","2019-09-23T15:00:00.000Z",1
"4168","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T15:00:00.000Z",1
"4169","Fisherman's Landing","pm25",7.5,"µg/m³","AU","Gladstone","2019-09-23T15:00:00.000Z",1
"4170","Hopeland","pm25",5.4,"µg/m³","AU","South West Queensland","2019-09-23T15:00:00.000Z",1
"4171","Cannon Hill","pm25",12.3,"µg/m³","AU","South East Queensland","2019-09-23T15:00:00.000Z",1
"4172","Lytton","pm25",6.8,"µg/m³","AU","South East Queensland","2019-09-23T15:00:00.000Z",1
"4173","Wynnum","pm25",7.1,"µg/m³","AU","South East Queensland","2019-09-23T15:00:00.000Z",1
"4174","Wynnum West","pm25",6.5,"µg/m³","AU","South East Queensland","2019-09-23T15:00:00.000Z",1
"4175","South Brisbane","pm25",11.2,"µg/m³","AU","South East Queensland","2019-09-23T15:00:00.000Z",1
"4176","Springwood","pm25",8.2,"µg/m³","AU","South East Queensland","2019-09-23T15:00:00.000Z",1
"4177","Lytton","pm25",7.3,"µg/m³","AU","South East Queensland","2019-09-23T14:00:00.000Z",1
"4178","Cannon Hill","pm25",12.3,"µg/m³","AU","South East Queensland","2019-09-23T14:00:00.000Z",1
"4179","Hopeland","pm25",5.4,"µg/m³","AU","South West Queensland","2019-09-23T14:00:00.000Z",1
"4180","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T14:00:00.000Z",1
"4181","Upper Humbug","pm25",6,"µg/m³","AU","South West Queensland","2019-09-23T14:00:00.000Z",1
"4182","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T14:00:00.000Z",1
"4183","Fisherman's Landing","pm25",7.5,"µg/m³","AU","Gladstone","2019-09-23T14:00:00.000Z",1
"4184","Clinton","pm25",7,"µg/m³","AU","Gladstone","2019-09-23T14:00:00.000Z",1
"4185","Blackwater","pm25",8.5,"µg/m³","AU","Central Queensland","2019-09-23T14:00:00.000Z",1
"4186","Wynnum","pm25",8.1,"µg/m³","AU","South East Queensland","2019-09-23T14:00:00.000Z",1
"4187","Wynnum West","pm25",7.1,"µg/m³","AU","South East Queensland","2019-09-23T14:00:00.000Z",1
"4188","Springwood","pm25",8,"µg/m³","AU","South East Queensland","2019-09-23T14:00:00.000Z",1
"4189","South Brisbane","pm25",11.7,"µg/m³","AU","South East Queensland","2019-09-23T14:00:00.000Z",1
"4190","Woolloongabba","pm25",12.9,"µg/m³","AU","South East Queensland","2019-09-23T14:00:00.000Z",1
"4191","Southport","pm25",5.7,"µg/m³","AU","South East Queensland","2019-09-23T14:00:00.000Z",1
"4192","Rocklea","pm25",12,"µg/m³","AU","South East Queensland","2019-09-23T14:00:00.000Z",1
"4193","Targinie","pm25",6.2,"µg/m³","AU","Gladstone","2019-09-23T14:00:00.000Z",1
"4194","Boyne Island","pm25",6.2,"µg/m³","AU","Gladstone","2019-09-23T14:00:00.000Z",1
"4195","Boat Creek","pm25",6.4,"µg/m³","AU","Gladstone","2019-09-23T14:00:00.000Z",1
"4196","South Gladstone","pm25",3.2,"µg/m³","AU","Gladstone","2019-09-23T14:00:00.000Z",1
"4197","Clinton","pm25",6.8,"µg/m³","AU","Gladstone","2019-09-23T13:00:00.000Z",1
"4198","Boat Creek","pm25",6.3,"µg/m³","AU","Gladstone","2019-09-23T13:00:00.000Z",1
"4199","Targinie","pm25",6.1,"µg/m³","AU","Gladstone","2019-09-23T13:00:00.000Z",1
"4204","Boyne Island","pm25",6.1,"µg/m³","AU","Gladstone","2019-09-23T13:00:00.000Z",1
"4205","Rocklea","pm25",11.9,"µg/m³","AU","South East Queensland","2019-09-23T13:00:00.000Z",1
"4207","Southport","pm25",5.1,"µg/m³","AU","South East Queensland","2019-09-23T13:00:00.000Z",1
"4208","Hopeland","pm25",5.5,"µg/m³","AU","South West Queensland","2019-09-23T13:00:00.000Z",1
"4209","Woolloongabba","pm25",13.1,"µg/m³","AU","South East Queensland","2019-09-23T13:00:00.000Z",1
"4211","South Brisbane","pm25",12,"µg/m³","AU","South East Queensland","2019-09-23T13:00:00.000Z",1
"4212","Upper Humbug","pm25",6,"µg/m³","AU","South West Queensland","2019-09-23T13:00:00.000Z",1
"4213","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-23T13:00:00.000Z",1
"4214","North Ward","pm25",6.7,"µg/m³","AU","Townsville","2019-09-23T13:00:00.000Z",1
"4219","Springwood","pm25",7.9,"µg/m³","AU","South East Queensland","2019-09-23T13:00:00.000Z",1
"4220","Lytton","pm25",7,"µg/m³","AU","South East Queensland","2019-09-23T13:00:00.000Z",1
"4221","Wynnum","pm25",8,"µg/m³","AU","South East Queensland","2019-09-23T13:00:00.000Z",1
"4222","Wynnum West","pm25",7,"µg/m³","AU","South East Queensland","2019-09-23T13:00:00.000Z",1
"4224","Cannon Hill","pm25",12,"µg/m³","AU","South East Queensland","2019-09-23T13:00:00.000Z",1
"4226","Blackwater","pm25",8.8,"µg/m³","AU","Central Queensland","2019-09-23T13:00:00.000Z",1
"4227","South Gladstone","pm25",2.9,"µg/m³","AU","Gladstone","2019-09-23T13:00:00.000Z",1
"4228","Fisherman's Landing","pm25",7.7,"µg/m³","AU","Gladstone","2019-09-23T13:00:00.000Z",1
"4230","Blackwater","pm25",9.1,"µg/m³","AU","Central Queensland","2019-09-23T12:00:00.000Z",1
"4231","Fisherman's Landing","pm25",7.7,"µg/m³","AU","Gladstone","2019-09-23T12:00:00.000Z",1
"4232","Clinton","pm25",6.7,"µg/m³","AU","Gladstone","2019-09-23T12:00:00.000Z",1
"4233","South Gladstone","pm25",2.7,"µg/m³","AU","Gladstone","2019-09-23T12:00:00.000Z",1
"4234","Boat Creek","pm25",6.3,"µg/m³","AU","Gladstone","2019-09-23T12:00:00.000Z",1
"4235","Targinie","pm25",6,"µg/m³","AU","Gladstone","2019-09-23T12:00:00.000Z",1
"4236","Boyne Island","pm25",6.1,"µg/m³","AU","Gladstone","2019-09-23T12:00:00.000Z",1
"4237","Rocklea","pm25",11.7,"µg/m³","AU","South East Queensland","2019-09-23T12:00:00.000Z",1
"4238","Springwood","pm25",7.8,"µg/m³","AU","South East Queensland","2019-09-23T12:00:00.000Z",1
"4239","Southport","pm25",4.7,"µg/m³","AU","South East Queensland","2019-09-23T12:00:00.000Z",1
"4240","Woolloongabba","pm25",13,"µg/m³","AU","South East Queensland","2019-09-23T12:00:00.000Z",1
"4241","South Brisbane","pm25",11.8,"µg/m³","AU","South East Queensland","2019-09-23T12:00:00.000Z",1
"4242","Wynnum","pm25",8,"µg/m³","AU","South East Queensland","2019-09-23T12:00:00.000Z",1
